,ID,Input,Augment
96816,1792745986,@wadupJAZ ahh that's no good  is she okay ?,"@wadupjaz ahh it's not good, right?"
847789,1564667467,I am trying twitter.,I try Twitter.
674128,2247701481,Fuuuck I hate allergies/cold/flu/whateverthehell this is,Fuuuck I hate allergies / cold / flu / whatever
1536620,2179341764,@ThisIsRobThomas  For shame if they were late!!!! They would miss the best,@Thisisrobthomas for shame if they were late !!!! They would miss the best
155695,1955922770,Awww ...dude wtf alex hasnt posted his blog! How am i suppose to go on w.my life w.out his inspirational blogs!  goodnite?,Awww ... guy WTF Alex did not publish his blog! How am I supposed to do on W.My Life W.Out his inspiring blogs! good night?
1318604,2014390583,@Simply_Positive haha uhhh thanks now I'm scared.,@Simply_positive haha ​​uhhh thank you now I'm afraid.
1475214,2065870075,@Trucco905 its packed out with everything  looking for aerial view of front rose bed,@ Trucco905 He is packed with everything looking for an aerial view of the front pink bed
1341601,2031913278,@AMissbhaven cook and send some over for me,@AmissBhaven Cook and send it for me
837658,1558852238,@kurtbrockett ah yes... checking it out  thought it was a new duper cooler thingy u guys were bringing up ;-) not to say it's not cool,@kurtbrockett ah yes ... checking it thought it was a new darker thing that guys were talking about ;-) Don't say that it's not cool
1535880,2179130798,"Sitting in summer school, done after today. Gonna find the perfect bike when i get home. The stolen score is looking good ","Sitting at the summer school, made after today. I'm going to find the perfect bike when I get home. The stolen score looks good"
1376803,2051801945,"Actually going to bed now, gnight all ","I'm going to bed now, everyone"
1188084,1983274493,"@Dannymcfly brazil loves you too, danny! ","@Dannymcfly Le Brazil also loves you, Danny!"
916774,1753367150,Happy Mom's Day to everyone in the US,Good day from mom to everyone in the United States
1030640,1932954312,@crusaderz4life see now you making me tweet again lol. im glad your doing great!. and meeting new peeps thats great!,@ crusaderz4life see now you make me tweet again lol. I'm glad you're fine!. And meeting new peeps is great!
1364946,2049859280,#seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day,# seb-day # seb-day # seb-day # seb-day # seb-day # seb-day # seb-day # seb-day # seb-day # seb-day # seb-day # seb-day #seb -Day # seb-day
814429,1550816512,@bluvox thank you! I really feel a lot better today so I think your good wishes helped!,"@Bluvox thank you! I feel much better today, so I think your good wishes helped!"
644595,2236068297,"omg prom was AWSOME, loads of dancing feet are killing me. At Michelleyys house listening to some @ddlovato tis all good college soon  x","Omg Prom was great, lots of dancing feet kill me. To Micheleyys House to listen to @ddlovato tis all good college soon x"
57669,1685720086,@_snaphappy oh poo.... need to buy lint remover at ace hardware kasi..,@ure
91928,1759770584,i want to write soooo bad... but i can't get my ideas out. nothing makes sense..,I want to write so bad ... but I can't get my ideas out. Nothing makes sense ..
1592071,2191681493,"@Creasnoop O, I'm sorry, which site is not working?I'll try to fix it~thanks for informing me ","@Creasnoop o, I'm sorry, which site does not work? I will try to fix it ~ please informed me"
697767,2253915989,@kylebice I'd totally come if I didn't have to go to my cousin's bday thing tonight...or work tomorrow.,@Kylebice I would come completely if I did not have to go to my cousin's BDAY THING this evening ... or to work tomorrow.
1587030,2190883595,"Bought size ten pants!!! YAY  Thats 22kg Ive lost, and counting  Yeah Baby!!!","Pants in size ten purchased !!! Yay it's 22kg 4 lost, and counting yeah baby !!!"
1196388,1984782717,Skinny dipping in the bathroom again. ll listen to BMTH today in the shower.,Diving again in the bathroom. Listen to BMTH today in the shower.
1384601,2052669986,@loosea was a fabulous night ..... especially when you got ID'd!,@Loosea was a fabulous night ..... especially when you have Id'D!
903874,1694707589,Had interesting WKND. Sleeping Saturday &amp; Productive Sunday!!,Had an interesting wknd. Sleep Saturday & amp; Productive Sunday !!
1206881,1986903913,@sweetheart2010 YAYYYYY! u no how much i love that song!!,@ sweetheart2010 yayyyy! U no how much I love this song !!
1185528,1982787553,@SITSGirls you're welcome!,@Sitsgirls you are welcome!
1385410,2052745313,I love coming home at 4 am with no key.,I love to go home at 4 am without key.
731097,2263740194,ohhh man... i feel aweful right now..,Ohhh guy ... I'm feeling incredible right now.
1342620,2033316382,I had gal bladder surgery the day before yesterday and got back yesterday! Its getting better by the day!,I suffered bladder surgery the day before and I came back yesterday! It improves day by day!
854176,1573331020,@ChrisMiller38 well i just think you a bit too old for me  lol thats all.,"@ Chrons38 eh well, I just think you are a little too old for me lol that's all."
1475190,2065869146,Treating myself  how fun,Treat yourself to what extent
460240,2072396026,I am shocked and appalled but mainly highly disappointed in my lack of judgement. Its time to turn this year around quickly. 2009 8 Tan 1,I am shocked and dismayed but mainly very disappointed with my lack of judgment. It's time to shoot this year quickly. 2009 8 Tan 1
146260,1882436165,@TriniGirlBlue I hope it's not the IT department,@Trininagirlblue I hope it is not the IT service
1580176,2190034128,@gianggion em tháº¥y máº¥y cÃ¡i tweet gáº§n ÄÃ¢y chá» G toÃ n viáº¿t vá»? anh H chá» G áº¡. MÃ  em cg mÃºn gáº·p anh Ã­ nÃ¨,@gianggion em tháº ¥ y máº ¥ y cã¡i tweet gáº§n ä'ã ¢ y chá »‹ g to und its vá »? Anh h chá »‹ G º. Mã em cg mãºn gáº · p anh à nã
1276805,2001247958,@BigFreaky What's wrong with singing!  I think I need a shrink because I don't drink (or sing) enough!  HA!  Keep drinking and singing!,@Bigfreaky what's wrong with singing! I think I need a shrink because I don't drink (or don't sing enough)! HA! Continue drinking and singing!
1473107,2065494247,@xoemmmaxo DannyGokey's seriously catching up! Continue voting for @TomFelton  http://bit.ly/votetom Spread the word!,@xoemmmaxo dannygokey seriously catches up! Continue to vote for @Tomfelton http://bit.ly/voteTom Pass the word!
201682,1971949584,"in the aeroport, waiting for the plane to land to take us back home....i'll miss you puerto rico ","In the airport, waiting for the plane to land to bring us home ... I will miss you Puerto Rico"
1208098,1988781497,gooooodnight twits,Twits of gooooodnight
646684,2236572510,Dammmmmm got college again on Monday... i've grow used to this life of non-stop &quot;chilling&quot;...,Dammmmmm again obtained the university on Monday ... I became used to this life of non-stop & quot; cooling & quot; ...
646759,2236589634,Feels like the third wheel at the moment,Feels like the third wheel right now
756642,2288808246,@TophMIA yeah!....me too!!... I must b losing my touch!,@Tophmia yeah! .... me too !! ... I have to lose my touch!
1483325,2067451325,"LOL it's a miracle! nez's vid is finally up!! everyone should go watch it, it's great!  http://bit.ly/18FNuW","Lol it's a miracle! The nose video is finally in place !! Everyone should go watch it, it's great! http://bit.ly/18fnuw"
1316751,2014189286,Is driving home from hbff and is tyyyyad! Support black film makers,Go to HBFF's house and is Tyyyyad! Support black filmmakers
1122743,1974380213,#wwwt Day 30: Started the day in beautiful surroundings with E &amp; K. Then met lovely A &amp; K. Such boosters! Now: lost in the subway system.,#wwwt Day 30: started the day in a magnificent setting with e & amp; K. then met Beautiful A & Amp; K. Such boosters! Now: lost in the metro system.
1411318,2056446097,"http://twitpic.com/6rc1d - haha, Tyson, Ashley, and Jean! Gotta love them! ","http://twitpic.com/6rc1d - haha, Tyson, Ashley and Jean! I have to love them!"
1356974,2047901044,"watching planet earth in HD and playing WoW, already a great start to the weekend ","Watch planet Earth in HD and play Wow, already an excellent start of the weekend"
1323477,2014907430,got a new contract for 4 month so vegas money in save haven,"I have a new contract for 4 months, so Vegas Money in Save Haven"
243338,1981520177,@velmadaria ur random thoughts are funny &amp; all.but shiat u can't take 5 minutes &amp; listen &amp; get inspired by some serious tracks?DAMN,"@velmadaria, your random thoughts are funny & amp; everything. But Shiat U can't take 5 minutes & amp; Listen to & amp; Be inspired by serious songs? whore"
1184043,1982532614,..Had a qood weekend with my top 3 lol ...back home ;; laundry and ish..studyin ina bit ... MOVING BACK TO NEW YORK iN 39DAYS,..Had a Qood weekend with my top 3 lol ... at home ;; Laundry and Ish..Studyin Ina Bit ... return to New York in 39 days
1123203,1974461778,OMFG YAY NO WORK  althooooooooooooooo today wuda gone on my paycheck :/ idk i shud be happy or hate Victorias Secret .. I HATE THEM :/,Omfg yay no work althoooooooooooooo today Wuda left on my pay check: / Idk I am happy or hate Victorias secret .. I hate them: /
90898,1759232005,aww.everyone's leavin,Aww.everyone's Leavin
1526949,2177114557,is enjoying a nice slice of Xmas cake,Enjoy a beautiful slice of Christmas cake
447444,2068702531,@xxxmariaxxxx haha maria u dont even get a tshirt with the miley fanclub!,@xxxMariaxxxx Haha Maria u does not even receive tshirt with the Miley Fanclub!
1354590,2047209209,Hopefully not bricking my new HTC Vogue by using a custom ROM so I can have GPS,I hope not to Bricking my new HTC Vogue using a personalized ROM so that I can have a GPS
245797,1982093152,Changing ceiling panels at my dads work i didn't even get to go to the harvest festival!!!,"Change the ceiling panels at my father's work, I couldn't even go to the Harvest festival !!!"
579067,2213350569,@Steampunker Gracias! I'm new to AT&amp;T so probably will need some kind of deposit...,@Steampunker Gracias! I am new in at & amp; So he will probably need a kind of deposit ...
1566881,2187880752,@CoreyKiefer me tooie! i'm going to have this huge smile on my face for like everrrr,@Coreykiefer me toie! I'm going to have this huge smile on my face to like Everrrrr
1361973,2049224011,across the universe with cool kidz,through the universe with Kidz Cool
484408,2180768167,buying equipment 2 grand,Buy equipment 2 large
1311328,2013457961,Hot Summer Days...COOL nights  mmmhm yep love life.,Hot summer days ... Fresh nights MMMHM Yep Love Life.
806828,1468884857,just woke up. face is ok. not in pain  should be over with by the end of thursday hopefully,"I just woke up. The face is ok. Not in pain should be finished at the end of Thursday, let's hope"
